model,fold,task,length,lbin,genus,new,matched
esmc6b_3di_zeroctrl,2,propep,22,20-24,Odontomachus,False,1
esmc6b_3di_zeroctrl,2,pep,40,40-44,Odontomachus,False,1
esmc6b_3di_zeroctrl,2,propep,14,10-14,Odontomachus,False,1
esmc6b_3di_zeroctrl,2,pep,29,25-29,Odontomachus,False,1
esmc6b_3di_zeroctrl,2,propep,14,10-14,Odontomachus,False,1
esmc6b_3di_zeroctrl,2,pep,36,35-39,Odontomachus,False,1
esmc6b_3di_zeroctrl,2,propep,22,20-24,Odontomachus,False,1
esmc6b_3di_zeroctrl,2,pep,17,15-19,Odontomachus,False,1
esmc6b_3di_zeroctrl,2,propep,18,15-19,Odontomachus,False,1
esmc6b_3di_zeroctrl,2,pep,29,25-29,Odontomachus,False,1
esmc6b_3di_zeroctrl,2,propep,14,10-14,Odontomachus,False,1
esmc6b_3di_zeroctrl,2,pep,25,25-29,Odontomachus,False,1
esmc6b_3di_zeroctrl,2,propep,18,15-19,Odontomachus,False,0
esmc6b_3di_zeroctrl,2,pep,11,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,27,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,18,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,25,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,15,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,27,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,16,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,23,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,17,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,23,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,16,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,23,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,30,30-34,Conus,True,1
esmc6b_3di_zeroctrl,2,pep,14,10-14,Manica,False,1
esmc6b_3di_zeroctrl,2,propep,8,5-9,Manica,False,1
esmc6b_3di_zeroctrl,2,pep,29,25-29,Manica,False,1
esmc6b_3di_zeroctrl,2,propep,26,25-29,Manica,False,0
esmc6b_3di_zeroctrl,2,pep,20,20-24,Manica,True,1
esmc6b_3di_zeroctrl,2,pep,26,25-29,Manica,False,1
esmc6b_3di_zeroctrl,2,propep,10,10-14,Manica,False,1
esmc6b_3di_zeroctrl,2,pep,29,25-29,Manica,False,1
esmc6b_3di_zeroctrl,2,propep,26,25-29,Manica,False,1
esmc6b_3di_zeroctrl,2,pep,28,25-29,Manica,False,1
esmc6b_3di_zeroctrl,2,propep,26,25-29,Manica,False,1
esmc6b_3di_zeroctrl,2,pep,21,20-24,Tetramorium,True,0
esmc6b_3di_zeroctrl,2,propep,10,10-14,Tetramorium,True,1
esmc6b_3di_zeroctrl,2,pep,23,20-24,Tetramorium,True,1
esmc6b_3di_zeroctrl,2,propep,26,25-29,Tetramorium,True,1
esmc6b_3di_zeroctrl,2,pep,10,10-14,Tetramorium,True,1
esmc6b_3di_zeroctrl,2,propep,26,25-29,Tetramorium,True,1
esmc6b_3di_zeroctrl,2,pep,26,25-29,Rhytidoponera,True,1
esmc6b_3di_zeroctrl,2,propep,26,25-29,Rhytidoponera,True,1
esmc6b_3di_zeroctrl,2,pep,27,25-29,Rhytidoponera,True,1
esmc6b_3di_zeroctrl,2,propep,28,25-29,Rhytidoponera,True,1
esmc6b_3di_zeroctrl,2,propep,45,45-50,Dendrocnide,True,1
esmc6b_3di_zeroctrl,2,pep,17,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,27,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,17,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,25,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,7,5-9,Phaeodactylum,False,1
esmc6b_3di_zeroctrl,2,propep,7,5-9,Thalassiosira,False,1
esmc6b_3di_zeroctrl,2,propep,24,20-24,Gossypium,False,0
esmc6b_3di_zeroctrl,2,propep,24,20-24,Sorghum,False,0
esmc6b_3di_zeroctrl,2,propep,25,25-29,Agrostis,False,0
esmc6b_3di_zeroctrl,2,propep,46,45-50,Paenarthrobacter,False,1
esmc6b_3di_zeroctrl,2,propep,48,45-50,Nocardioides,False,0
esmc6b_3di_zeroctrl,2,pep,19,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,28,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,20,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,27,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,23,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,20,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,23,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,20,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,21,20-24,Conus,True,1
esmc6b_3di_zeroctrl,2,pep,16,15-19,Conus,True,0
esmc6b_3di_zeroctrl,2,pep,16,15-19,Conus,True,1
esmc6b_3di_zeroctrl,2,pep,15,15-19,Conus,True,0
esmc6b_3di_zeroctrl,2,propep,9,5-9,Prochlorococcus,False,1
esmc6b_3di_zeroctrl,2,propep,9,5-9,Prochlorococcus,False,1
esmc6b_3di_zeroctrl,2,propep,10,10-14,Prochlorococcus,False,1
esmc6b_3di_zeroctrl,2,propep,10,10-14,Prochlorococcus,False,1
esmc6b_3di_zeroctrl,2,pep,29,25-29,Conus,True,0
esmc6b_3di_zeroctrl,2,propep,9,5-9,Prochlorococcus,False,1
esmc6b_3di_zeroctrl,2,propep,8,5-9,Loxosceles,False,1
esmc6b_3di_zeroctrl,2,propep,48,45-50,Salinispora,False,0
esmc6b_3di_zeroctrl,2,propep,10,10-14,Synechococcus,False,1
esmc6b_3di_zeroctrl,2,propep,10,10-14,Synechococcus,False,1
esmc6b_3di_zeroctrl,2,propep,49,45-50,Homo,False,1
esmc6b_3di_zeroctrl,2,propep,26,25-29,Parabacteroides,False,0
esmc6b_3di_zeroctrl,2,pep,17,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,27,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,17,15-19,Conus,True,1
esmc6b_3di_zeroctrl,2,propep,20,20-24,Demansia,False,1
esmc6b_3di_zeroctrl,2,propep,47,45-50,Demansia,False,1
esmc6b_3di_zeroctrl,2,propep,20,20-24,Demansia,False,1
esmc6b_3di_zeroctrl,2,propep,45,45-50,Demansia,False,1
esmc6b_3di_zeroctrl,2,pep,9,5-9,Anoplius,False,0
esmc6b_3di_zeroctrl,2,propep,26,25-29,Pleurotus,False,0
esmc6b_3di_zeroctrl,2,propep,23,20-24,Saccharomyces,False,1
esmc6b_3di_zeroctrl,2,propep,25,25-29,Saccharomyces,False,1
esmc6b_3di_zeroctrl,2,propep,15,15-19,Bacillus,False,0
esmc6b_3di_zeroctrl,2,propep,28,25-29,Nematostella,False,1
esmc6b_3di_zeroctrl,2,propep,16,15-19,Bacillus,False,0
esmc6b_3di_zeroctrl,2,propep,16,15-19,Bacillus,False,0
esmc6b_3di_zeroctrl,2,propep,9,5-9,Prochlorococcus,False,1
esmc6b_3di_zeroctrl,2,propep,15,15-19,Bacillus,False,0
esmc6b_3di_zeroctrl,2,propep,23,20-24,Alopecosa,False,1
esmc6b_3di_zeroctrl,2,propep,23,20-24,Alopecosa,False,1
esmc6b_3di_zeroctrl,2,propep,23,20-24,Alopecosa,False,1
esmc6b_3di_zeroctrl,2,propep,23,20-24,Alopecosa,False,1
esmc6b_3di_zeroctrl,2,propep,35,35-39,Mycetinis,False,0
esmc6b_3di_zeroctrl,2,propep,39,35-39,Mycetinis,False,0
esmc6b_3di_zeroctrl,2,propep,8,5-9,Microcystis,False,1
esmc6b_3di_zeroctrl,2,propep,32,30-34,Aspergillus,False,1
esmc6b_3di_zeroctrl,2,propep,33,30-34,Aspergillus,False,1
esmc6b_3di_zeroctrl,2,propep,29,25-29,Aspergillus,False,0
esmc6b_3di_zeroctrl,2,propep,24,20-24,Aspergillus,False,1
esmc6b_3di_zeroctrl,2,pep,35,35-39,Chilobrachys,False,1
esmc6b_3di_zeroctrl,2,propep,25,25-29,Chilobrachys,False,1
esmc6b_3di_zeroctrl,2,propep,8,5-9,Crocosphaera,False,1
esmc6b_3di_zeroctrl,2,propep,8,5-9,Picosynechococcus,False,1
esmc6b_3di_zeroctrl,2,pep,9,5-9,Epichloe,True,1
esmc6b_3di_zeroctrl,2,pep,9,5-9,Epichloe,True,1
esmc6b_3di_zeroctrl,2,pep,9,5-9,Epichloe,True,1
esmc6b_3di_zeroctrl,2,pep,9,5-9,Epichloe,True,1
esmc6b_3di_zeroctrl,2,propep,20,20-24,Epichloe,True,1
esmc6b_3di_zeroctrl,2,propep,18,15-19,Epichloe,True,1
esmc6b_3di_zeroctrl,2,propep,18,15-19,Epichloe,True,1
esmc6b_3di_zeroctrl,2,propep,18,15-19,Epichloe,True,1
esmc6b_3di_zeroctrl,2,propep,8,5-9,Nostoc,False,1
esmc6b_3di_zeroctrl,2,propep,8,5-9,Loxosceles,False,1
esmc6b_3di_zeroctrl,2,propep,8,5-9,Loxosceles,True,1
esmc6b_3di_zeroctrl,2,propep,8,5-9,Loxosceles,True,1
esmc6b_3di_zeroctrl,2,propep,8,5-9,Loxosceles,False,1
esmc6b_3di_zeroctrl,2,propep,28,25-29,Porphyromonas,False,1
esmc6b_3di_zeroctrl,2,propep,26,25-29,Porphyromonas,False,1
esmc6b_3di_zeroctrl,2,propep,19,15-19,Welwitschia,False,1
esmc6b_3di_zeroctrl,2,pep,19,15-19,Cupiennius,True,0
esmc6b_3di_zeroctrl,2,pep,19,15-19,Cupiennius,True,0
esmc6b_3di_zeroctrl,2,pep,15,15-19,Arabidopsis,False,1
esmc6b_3di_zeroctrl,2,pep,15,15-19,Arabidopsis,False,1
esmc6b_3di_zeroctrl,2,propep,22,20-24,Arabidopsis,False,1
esmc6b_3di_zeroctrl,2,propep,14,10-14,Arabidopsis,False,1
esmc6b_3di_zeroctrl,2,propep,9,5-9,Arabidopsis,False,1
esmc6b_3di_zeroctrl,2,propep,20,20-24,Cryptophis,False,1
esmc6b_3di_zeroctrl,2,propep,28,25-29,Cryptophis,False,0
esmc6b_3di_zeroctrl,2,propep,23,20-24,Saccharomyces,False,1
esmc6b_3di_zeroctrl,2,pep,30,30-34,Bungarus,False,1
esmc6b_3di_zeroctrl,2,pep,14,10-14,Rhodnius,False,1
esmc6b_3di_zeroctrl,2,pep,14,10-14,Rhodnius,False,1
esmc6b_3di_zeroctrl,2,pep,14,10-14,Rhodnius,False,1
esmc6b_3di_zeroctrl,2,propep,12,10-14,Rhodnius,False,0
esmc6b_3di_zeroctrl,2,propep,11,10-14,Rhodnius,False,0
esmc6b_3di_zeroctrl,2,propep,40,40-44,Toxoplasma,False,0
esmc6b_3di_zeroctrl,2,propep,18,15-19,Toxoplasma,False,0
esmc6b_3di_zeroctrl,2,pep,34,30-34,Naja,False,1
esmc6b_3di_zeroctrl,2,pep,30,30-34,Ophiophagus,False,1
esmc6b_3di_zeroctrl,2,propep,15,15-19,Bacillus,False,0
esmc6b_3di_zeroctrl,2,propep,15,15-19,Bacillus,False,0
esmc6b_3di_zeroctrl,2,propep,15,15-19,Bacillus,False,0
esmc6b_3di_zeroctrl,2,propep,15,15-19,Bacillus,False,0
esmc6b_3di_zeroctrl,2,propep,8,5-9,Rippkaea,False,1
esmc6b_3di_zeroctrl,2,propep,8,5-9,Gloeothece,False,1
esmc6b_3di_zeroctrl,2,propep,50,45-50,Pseudarthrobacter,False,1
esmc6b_3di_zeroctrl,2,propep,8,5-9,Cyanothece,False,1
esmc6b_3di_zeroctrl,2,propep,24,20-24,Danio,False,1
esmc6b_3di_zeroctrl,2,propep,7,5-9,Buthus,False,0
esmc6b_3di_zeroctrl,2,pep,10,10-14,Buthus,False,1
esmc6b_3di_zeroctrl,2,propep,31,30-34,Buthus,False,1
esmc6b_3di_zeroctrl,2,propep,15,15-19,Bacillus,False,0
esmc6b_3di_zeroctrl,2,propep,43,40-44,Lachesana,False,1
esmc6b_3di_zeroctrl,2,propep,47,45-50,Lachesana,False,1
esmc6b_3di_zeroctrl,2,propep,47,45-50,Lachesana,False,1
esmc6b_3di_zeroctrl,2,pep,16,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,30,30-34,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,15,15-19,Agrotis,False,0
esmc6b_3di_zeroctrl,2,pep,13,10-14,Agrotis,False,1
esmc6b_3di_zeroctrl,2,pep,11,10-14,Agrotis,False,1
esmc6b_3di_zeroctrl,2,pep,31,30-34,Agrotis,False,1
esmc6b_3di_zeroctrl,2,propep,47,45-50,Agrotis,False,0
esmc6b_3di_zeroctrl,2,propep,5,5-9,Agrotis,False,1
esmc6b_3di_zeroctrl,2,pep,14,10-14,Agrotis,False,0
esmc6b_3di_zeroctrl,2,pep,19,15-19,Agrotis,False,1
esmc6b_3di_zeroctrl,2,pep,33,30-34,Agrotis,False,0
esmc6b_3di_zeroctrl,2,pep,14,10-14,Agrotis,False,1
esmc6b_3di_zeroctrl,2,pep,22,20-24,Agrotis,False,1
esmc6b_3di_zeroctrl,2,pep,12,10-14,Agrotis,False,1
esmc6b_3di_zeroctrl,2,pep,22,20-24,Agrotis,False,0
esmc6b_3di_zeroctrl,2,pep,13,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,22,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,13,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,10,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,15,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,22,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,14,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,22,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,19,15-19,Crotalus,False,0
esmc6b_3di_zeroctrl,2,propep,5,5-9,Crotalus,False,0
esmc6b_3di_zeroctrl,2,propep,15,15-19,Bacillus,False,0
esmc6b_3di_zeroctrl,2,propep,15,15-19,Bacillus,False,0
esmc6b_3di_zeroctrl,2,propep,15,15-19,Bacillus,False,0
esmc6b_3di_zeroctrl,2,propep,47,45-50,Beutenbergia,False,0
esmc6b_3di_zeroctrl,2,propep,15,15-19,Geobacillus,False,0
esmc6b_3di_zeroctrl,2,pep,13,10-14,Opisthacanthus,False,1
esmc6b_3di_zeroctrl,2,propep,31,30-34,Opisthacanthus,False,1
esmc6b_3di_zeroctrl,2,pep,14,10-14,Opisthacanthus,False,1
esmc6b_3di_zeroctrl,2,propep,29,25-29,Opisthacanthus,False,1
esmc6b_3di_zeroctrl,2,pep,12,10-14,Streptomyces,False,1
esmc6b_3di_zeroctrl,2,propep,25,25-29,Plasmodium,False,1
esmc6b_3di_zeroctrl,2,pep,19,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,28,25-29,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,46,45-50,Conus,False,0
esmc6b_3di_zeroctrl,2,propep,9,5-9,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,34,30-34,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,5,5-9,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,27,25-29,Conus,False,0
esmc6b_3di_zeroctrl,2,propep,11,10-14,Conus,False,0
esmc6b_3di_zeroctrl,2,pep,31,30-34,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,10,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,31,30-34,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,11,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,32,30-34,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,13,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,33,30-34,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,13,10-14,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,44,40-44,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,14,10-14,Conus,False,0
esmc6b_3di_zeroctrl,2,propep,23,20-24,Saccharomyces,False,1
esmc6b_3di_zeroctrl,2,propep,50,45-50,Acidimicrobium,False,0
esmc6b_3di_zeroctrl,2,propep,50,45-50,Jonesia,False,0
esmc6b_3di_zeroctrl,2,propep,12,10-14,Crotalus,False,0
esmc6b_3di_zeroctrl,2,propep,20,20-24,Agkistrodon,False,0
esmc6b_3di_zeroctrl,2,propep,50,45-50,Sanguibacter,False,0
esmc6b_3di_zeroctrl,2,pep,38,35-39,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,23,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,41,40-44,Conus,False,0
esmc6b_3di_zeroctrl,2,propep,23,20-24,Conus,False,0
esmc6b_3di_zeroctrl,2,pep,39,35-39,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,23,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,34,30-34,Cyriopagopus,False,0
esmc6b_3di_zeroctrl,2,propep,24,20-24,Cyriopagopus,False,1
esmc6b_3di_zeroctrl,2,pep,34,30-34,Cyriopagopus,False,1
esmc6b_3di_zeroctrl,2,propep,24,20-24,Cyriopagopus,False,1
esmc6b_3di_zeroctrl,2,pep,34,30-34,Cyriopagopus,False,0
esmc6b_3di_zeroctrl,2,propep,24,20-24,Cyriopagopus,False,1
esmc6b_3di_zeroctrl,2,pep,34,30-34,Cyriopagopus,False,0
esmc6b_3di_zeroctrl,2,propep,24,20-24,Cyriopagopus,False,1
esmc6b_3di_zeroctrl,2,pep,27,25-29,Californiconus,True,1
esmc6b_3di_zeroctrl,2,pep,27,25-29,Californiconus,True,1
esmc6b_3di_zeroctrl,2,pep,27,25-29,Californiconus,True,1
esmc6b_3di_zeroctrl,2,pep,28,25-29,Californiconus,True,1
esmc6b_3di_zeroctrl,2,pep,47,45-50,Californiconus,True,1
esmc6b_3di_zeroctrl,2,pep,47,45-50,Californiconus,True,1
esmc6b_3di_zeroctrl,2,pep,47,45-50,Californiconus,True,0
esmc6b_3di_zeroctrl,2,pep,45,45-50,Californiconus,True,0
esmc6b_3di_zeroctrl,2,propep,33,30-34,Arthroderma,False,1
esmc6b_3di_zeroctrl,2,pep,16,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,24,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,14,10-14,Conus,True,0
esmc6b_3di_zeroctrl,2,pep,35,35-39,Gemmula,False,0
esmc6b_3di_zeroctrl,2,propep,14,10-14,Gemmula,False,0
esmc6b_3di_zeroctrl,2,pep,11,10-14,Hyalomma,True,0
esmc6b_3di_zeroctrl,2,pep,11,10-14,Hyalomma,True,0
esmc6b_3di_zeroctrl,2,pep,11,10-14,Hyalomma,True,0
esmc6b_3di_zeroctrl,2,propep,26,25-29,Hyalomma,True,0
esmc6b_3di_zeroctrl,2,propep,31,30-34,Hyalomma,True,0
esmc6b_3di_zeroctrl,2,pep,11,10-14,Californiconus,False,1
esmc6b_3di_zeroctrl,2,propep,29,25-29,Californiconus,False,1
esmc6b_3di_zeroctrl,2,pep,21,20-24,Californiconus,True,0
esmc6b_3di_zeroctrl,2,propep,16,15-19,Californiconus,True,0
esmc6b_3di_zeroctrl,2,pep,23,20-24,Californiconus,False,1
esmc6b_3di_zeroctrl,2,propep,25,25-29,Californiconus,False,0
esmc6b_3di_zeroctrl,2,propep,5,5-9,Californiconus,False,0
esmc6b_3di_zeroctrl,2,pep,38,35-39,Californiconus,False,0
esmc6b_3di_zeroctrl,2,propep,18,15-19,Californiconus,False,1
esmc6b_3di_zeroctrl,2,pep,22,20-24,Conus,True,1
esmc6b_3di_zeroctrl,2,propep,19,15-19,Conus,True,1
esmc6b_3di_zeroctrl,2,pep,22,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,19,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,8,5-9,Lychas,False,0
esmc6b_3di_zeroctrl,2,pep,14,10-14,Camponotus,False,0
esmc6b_3di_zeroctrl,2,pep,11,10-14,Camponotus,False,1
esmc6b_3di_zeroctrl,2,pep,14,10-14,Camponotus,False,1
esmc6b_3di_zeroctrl,2,pep,9,5-9,Camponotus,False,0
esmc6b_3di_zeroctrl,2,propep,6,5-9,Camponotus,False,0
esmc6b_3di_zeroctrl,2,pep,12,10-14,Camponotus,False,0
esmc6b_3di_zeroctrl,2,pep,8,5-9,Camponotus,False,1
esmc6b_3di_zeroctrl,2,propep,24,20-24,Camponotus,False,1
esmc6b_3di_zeroctrl,2,pep,11,10-14,Camponotus,False,1
esmc6b_3di_zeroctrl,2,pep,12,10-14,Camponotus,False,0
esmc6b_3di_zeroctrl,2,pep,31,30-34,Camponotus,False,1
esmc6b_3di_zeroctrl,2,propep,40,40-44,Camponotus,False,0
esmc6b_3di_zeroctrl,2,propep,5,5-9,Camponotus,False,1
esmc6b_3di_zeroctrl,2,pep,16,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,25,25-29,Conus,False,0
esmc6b_3di_zeroctrl,2,pep,16,15-19,Conus,False,1
esmc6b_3di_zeroctrl,2,propep,22,20-24,Conus,False,1
esmc6b_3di_zeroctrl,2,pep,13,10-14,Mesobuthus,False,1
esmc6b_3di_zeroctrl,2,propep,31,30-34,Mesobuthus,False,1
esmc6b_3di_zeroctrl,2,propep,5,5-9,Loxosceles,False,1
esmc6b_3di_zeroctrl,2,propep,18,15-19,Protobothrops,False,0
esmc6b_3di_zeroctrl,2,propep,18,15-19,Protobothrops,False,0
esmc6b_3di_zeroctrl,2,pep,10,10-14,Hottentotta,True,1
esmc6b_3di_zeroctrl,2,propep,45,45-50,Pocillopora,False,0
esmc6b_3di_zeroctrl,2,propep,24,20-24,Gallus,True,1
esmc6b_3di_zeroctrl,2,propep,11,10-14,Gallus,True,1
esmc6b_3di_zeroctrl,2,propep,24,20-24,Arabidopsis,False,1
esmc6b_3di_zeroctrl,2,propep,27,25-29,Arabidopsis,False,1
esmc6b_3di_zeroctrl,2,propep,8,5-9,Crotalus,False,0
esmc6b_3di_zeroctrl,2,propep,32,30-34,Hypocrea,False,1
esmc6b_3di_zeroctrl,2,propep,14,10-14,Hypocrea,False,1
esmc6b_3di_zeroctrl,2,pep,13,10-14,Pandinus,False,1
esmc6b_3di_zeroctrl,2,propep,29,25-29,Pandinus,False,1
esmc6b_3di_zeroctrl,2,pep,20,20-24,Rhodococcus,False,1
esmc6b_3di_zeroctrl,2,propep,26,25-29,Rhodococcus,False,1
esmc6b_3di_zeroctrl,2,pep,13,10-14,Vaejovis,False,1
esmc6b_3di_zeroctrl,2,propep,29,25-29,Vaejovis,False,1
esmc6b_3di_zeroctrl,2,pep,13,10-14,Vaejovis,False,1
esmc6b_3di_zeroctrl,2,propep,30,30-34,Vaejovis,False,1
esmc6b_3di_zeroctrl,2,pep,13,10-14,Mesomexovis,False,1
esmc6b_3di_zeroctrl,2,propep,29,25-29,Mesomexovis,False,1
esmc6b_3di_zeroctrl,2,pep,13,10-14,Mesomexovis,False,1
esmc6b_3di_zeroctrl,2,propep,29,25-29,Mesomexovis,False,1
esmc6b_3di_zeroctrl,2,propep,39,35-39,Auricularia,False,0
esmc6b_3di_zeroctrl,2,propep,39,35-39,Exidia,False,0
esmc6b_3di_zeroctrl,2,propep,42,40-44,Mycena,False,0
esmc6b_3di_zeroctrl,2,propep,22,20-24,Scolopendra,False,0
esmc6b_3di_zeroctrl,2,propep,34,30-34,Cryptococcus,True,0
esmc6b_3di_zeroctrl,2,propep,24,20-24,Marssonina,True,1
esmc6b_3di_zeroctrl,2,pep,15,15-19,Conus,True,1
esmc6b_3di_zeroctrl,2,pep,16,15-19,Loxosceles,False,0
esmc6b_3di_zeroctrl,2,pep,13,10-14,Urodacus,False,1
esmc6b_3di_zeroctrl,2,propep,29,25-29,Urodacus,False,1
esmc6b_3di_zeroctrl,2,pep,14,10-14,Urodacus,False,1
esmc6b_3di_zeroctrl,2,propep,39,35-39,Urodacus,False,1
esmc6b_3di_zeroctrl,2,propep,28,25-29,Drosophila,False,1
esmc6b_3di_zeroctrl,2,propep,13,10-14,Drosophila,False,0
esmc6b_3di_zeroctrl,2,propep,33,30-34,Drosophila,False,1
esmc6b_3di_zeroctrl,2,propep,13,10-14,Drosophila,False,0
esmc6b_3di_zeroctrl,2,propep,24,20-24,Mus,False,1
esmc6b_3di_zeroctrl,2,propep,5,5-9,Mus,False,1
esmc6b_3di_zeroctrl,2,propep,13,10-14,Mus,False,1
esmc6b_3di_zeroctrl,2,propep,29,25-29,Candida,False,1
esmc6b_3di_zeroctrl,2,propep,21,20-24,Saccharomyces,False,1
esmc6b_3di_zeroctrl,2,propep,25,25-29,Schizosaccharomyces,False,1
esmc6b_3di_zeroctrl,2,pep,11,10-14,Homo,False,1
esmc6b_3di_zeroctrl,2,pep,18,15-19,Homo,False,1
esmc6b_3di_zeroctrl,2,propep,45,45-50,Homo,False,1
esmc6b_3di_zeroctrl,2,propep,14,10-14,Homo,False,0
esmc6b_3di_zeroctrl,2,pep,31,30-34,Styela,False,0
esmc6b_3di_zeroctrl,2,propep,26,25-29,Styela,False,1
esmc6b_3di_zeroctrl,2,pep,32,30-34,Styela,False,0
esmc6b_3di_zeroctrl,2,propep,26,25-29,Styela,False,1
esmc6b_3di_zeroctrl,2,pep,32,30-34,Styela,False,0
esmc6b_3di_zeroctrl,2,propep,26,25-29,Styela,False,1
esmc6b_3di_zeroctrl,2,pep,12,10-14,Zea,False,1
esmc6b_3di_zeroctrl,2,pep,12,10-14,Zea,False,1
esmc6b_3di_zeroctrl,2,pep,12,10-14,Zea,True,1
esmc6b_3di_zeroctrl,2,pep,12,10-14,Zea,False,1
esmc6b_3di_zeroctrl,2,pep,12,10-14,Zea,False,1
esmc6b_3di_zeroctrl,2,pep,5,5-9,Bacillus,True,1
esmc6b_3di_zeroctrl,2,propep,34,30-34,Bacillus,True,1
esmc6b_3di_zeroctrl,2,pep,5,5-9,Bacillus,True,0
esmc6b_3di_zeroctrl,2,propep,30,30-34,Bacillus,True,1
esmc6b_3di_zeroctrl,2,propep,9,5-9,Bacillus,True,0
esmc6b_3di_zeroctrl,2,pep,5,5-9,Bacillus,True,1
esmc6b_3di_zeroctrl,2,propep,33,30-34,Bacillus,True,1
esmc6b_3di_zeroctrl,2,propep,26,25-29,Porphyromonas,False,1
esmc6b_3di_zeroctrl,2,pep,11,10-14,Rattus,False,0
esmc6b_3di_zeroctrl,2,propep,5,5-9,Rattus,False,0
esmc6b_3di_zeroctrl,2,propep,14,10-14,Rattus,False,1
esmc6b_3di_zeroctrl,2,pep,15,15-19,Caenorhabditis,False,1
esmc6b_3di_zeroctrl,2,pep,10,10-14,Caenorhabditis,False,1
esmc6b_3di_zeroctrl,2,pep,10,10-14,Caenorhabditis,False,1
esmc6b_3di_zeroctrl,2,pep,10,10-14,Caenorhabditis,False,1
esmc6b_3di_zeroctrl,2,pep,10,10-14,Caenorhabditis,False,1
esmc6b_3di_zeroctrl,2,pep,10,10-14,Caenorhabditis,False,1
esmc6b_3di_zeroctrl,2,pep,10,10-14,Caenorhabditis,False,1
esmc6b_3di_zeroctrl,2,pep,9,5-9,Caenorhabditis,False,1
esmc6b_3di_zeroctrl,2,pep,9,5-9,Caenorhabditis,False,1
esmc6b_3di_zeroctrl,2,propep,26,25-29,Caenorhabditis,False,0
esmc6b_3di_zeroctrl,2,propep,19,15-19,Caenorhabditis,False,1
esmc6b_3di_zeroctrl,2,propep,24,20-24,Arabidopsis,False,1
